Candidate List of SVHC for authorisation
Note: Group entries are split in different rows.
Export date: 11-mrt-2026 17:20:40


"Substance Identifier"	""	
"Reden voor opname "	""	
"Datum van opname  (from)"	""	
"Datum van opname  (to)"	""	



"Naam van de stof "	"Description"	"EG-nr. "	"CAS-nr. "	"Reden voor opname "	"Datum van opname "	"Besluit "	"IUCLID-gegevensset "	"Ondersteunend document "	"Reactie op commentaren "	"Opmerkingen "	
"2-(nonylphenoxy)ethanol"	""	"248-762-5"	"27986-36-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"20-(4-nonylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol"	""	"248-743-1"	"27942-27-4"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-{2-[4-(3,6-dimethylheptan-3-yl)phenoxy]ethoxy}ethanol"	""	"-"	"1119449-38-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated"	""	"500-024-6"	"9016-45-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-[2-[2-[2-(4-nonylphenoxy)ethoxy]ethoxy]ethoxy]ethanol"	""	"230-770-5"	"7311-27-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"4-Nonylphenol, ethoxylated"	"1 - 2.5 moles ethoxylated"	"500-045-0"	"26027-38-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-[2-(nonylphenoxy)ethoxy]ethanol"	""	"248-291-5"	"27176-93-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"4-Nonylphenol, branched, ethoxylated"	"1 - 2.5 moles ethoxylated"	"500-315-8"	"127087-87-0"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"26-(4-Nonylphenoxy)-3,6,9,12,15,18,21,24- octaoxahexacosan -1-ol"	""	"-"	"14409-72-4"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"23-(nonylphenoxy)-3,6,9,12,15,18,21-heptaoxatricosan-1-ol"	""	"248-293-6"	"27177-05-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"14-(nonylphenoxy)-3,6,9,12-tetraoxatetradecan-1-ol"	""	"247-555-7"	"26264-02-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-[2-(4-nonylphenoxy)ethoxy]ethanol"	""	"243-816-4"	"20427-84-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, branched, ethoxylated"	"1 - 2.5 moles ethoxylated"	"500-209-1"	"68412-54-4"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-[4-(3,6-dimethylheptan-3-yl)phenoxy]ethanol"	""	"-"	"1119449-37-4"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenolpolyglycolether"	""	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"4-Nonylphenol, branched, ethoxylated"	""	"-"	"127087-87-0"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Poly(oxy-1,2-ethanediyl), α-(nonylphenyl)-ω-hydroxy-"	""	"-"	"9016-45-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"44-(nonylphenoxy)-3,6,9,12,15,18,21,24,27,30,33,36,39,42-tetradecaoxatetratetracontanol"	""	"260-678-0"	"57321-10-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"26-(nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol;"	""	"255-695-5"	"42173-90-0"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"29-(nonylphenoxy)-3,6,9,12,15,18,21,24,27-nonaoxanonacosanol"	""	"248-294-1"	"27177-08-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"20-(nonylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol"	""	"248-292-0"	"27177-03-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"26-(nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol"	""	"247-816-5"	"26571-11-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"3,6,9,12-Tetraoxatetradecan-1-ol, 14-(4-nonylphenoxy)-, branched"	""	"293-926-1"	"91648-64-5"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-(isononylphenoxy)ethanol"	""	"284-987-5"	"85005-55-6"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"3,6,9,12,15,18,21,24,27-Nonaoxanonacosan-1-ol, 29-(isononylphenoxy)-"	""	"-"	"65455-72-3"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"20-(isononylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol"	""	"265-785-6"	"65455-69-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"3,6,9,12,15-Pentaoxaheptadecan-1-ol, 17-(nonylphenoxy)-"	""	"-"	"27177-01-1"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"2-(4-nonylphenoxy)ethanol"	""	"-"	"104-35-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Isononylphenol, ethoxylated"	""	"-"	"37205-87-1"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"17-(4-nonylphenoxy)-3,6,9,12,15-pentaoxaheptadecan-1-ol"	""	"-"	"34166-38-6"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"3,6,9,12-Tetraoxatetradecan-1-ol, 14-(4-nonylphenoxy)-"	""	"-"	"20636-48-0"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (polymer)"	""	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (EO = 4)"	""	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (EO = 10)"	""	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"4-t-Nonylphenol-diethoxylate"	""	"-"	"156609-10-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (6,5-EO)"	""	"-"	"9016-45-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (8-EO)"	""	"-"	"9016-45-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (10-EO)"	""	"-"	"9016-45-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Nonylphenol, ethoxylated (15-EO)"	""	"-"	"9016-45-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Poly (oxy-1,2-ethanediyl), alpha -(nonylphenyl)-omega-hydroxy-, branched"	""	"-"	"68412-54-4"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
"Poly(oxy-1,2-ethanediyl), α-(nonylphenyl)-ω-hydroxy-, branched"	""	"-"	"68412-54-4"	"Endocrine disrupting properties (Article 57(f) - environment)"	"20-jun-2013"	"https://echa.europa.eu/documents/10162/fd80f890-fb73-4201-8e2f-06dc04eaf5a9"	"https://echa.europa.eu/documents/10162/90d219f2-cd83-4e2b-bb9e-3ed6d5ff91bf"	"https://echa.europa.eu/documents/10162/9af34d5f-cd2f-4e63-859c-529bb39da7ae""https://echa.europa.eu/documents/10162/33836bb4-e6b9-b686-1dc9-e8618ee32db5"	"https://echa.europa.eu/documents/10162/0ef7af92-b74c-b38b-aa95-3730bf89372d"	""	
