inchikey,substance_name,chemont_label,chemont_labels
AFPIWWDEGJLLCL-UHFFFAOYSA-N,"Silicic acid, lead salt",Post-transition metal silicates,Post-transition metal silicates
AFRJJFRNGGLMDW-UHFFFAOYSA-N,Lithium amide,Alkali metal nitrides,Alkali metal nitrides
AFTIMVZKGSAWIC-UHFFFAOYSA-O,"Hydrogen bis[2-[[1-(3-chlorophenyl)-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-4-yl]azo]-5-sulphamoylbenzoato(2-)]chromate(1-)",Phenylpyrazoles,Phenylpyrazoles|Pyrazoles
AFVFQIVMOAPDHO-UHFFFAOYSA-N,Methanesulphonic acid,Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
AFVFQIVMOAPDHO-UHFFFAOYSA-N,methanesulphonic acid,Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
AFYAQDWVUWAENU-UHFFFAOYSA-H,trinickel bis(orthophosphate),Transition metal phosphates,Transition metal phosphates
AFYCEAFSNDLKSX-UHFFFAOYSA-N,7-(diethylamino)-4-methyl-2-benzopyrone,Coumarins and derivatives,Coumarins and derivatives
AFYZAHZKOFBVLE-UHFFFAOYSA-N,"6-benzyloctahydro-1H-pyrrolo[3,4-b]pyridine",Pyrrolopyridines,Pyrrolopyridines
AFYZAHZKOFBVLE-UONOGXRCSA-N,(4As-cis-)-6-benzyl-octahydropyrrolo(3.4-b)pyridine,Pyrrolopyridines,Pyrrolopyridines
AFYZAHZKOFBVLE-UONOGXRCSA-N,(4aS-cis-)-6-benzyl-octahydropyrrolo[3.4-b]pyridine,Pyrrolopyridines,Pyrrolopyridines
AFZSMODLJJCVPP-UHFFFAOYSA-N,Di(benzothiazol-2-yl) disulphide,Benzothiazoles,Benzothiazoles
AFZSMODLJJCVPP-UHFFFAOYSA-N,di(benzothiazol-2-yl) disulphide,Benzothiazoles,Benzothiazoles
AFZSMODLJJCVPP-UHFFFAOYSA-N,dithiobis(2-benzothiazole),Benzothiazoles,Benzothiazoles
AFZZFBZPHUDOLV-UHFFFAOYSA-N,4-[3-(1-naphthylamino)propyl]morpholine,Naphthalenes,Naphthalenes|Benzenoids|Organic compounds
AGAPSPQFVSODLG-UHFFFAOYSA-N,"3-(2,6-dichloro-4-nitrophenylazo)-1-methyl-2-phenylindole",2-phenylindoles,2-phenylindoles|Indoles|Indoles and derivatives
AGBQKNBQESQNJD-UHFFFAOYSA-N,5-(dithiolan-3-yl)valeric acid,Lipoic acids and derivatives,Lipoic acids and derivatives
AGEFUZCBLJQXIA-UHFFFAOYSA-N,"dipropyl cyclohexane-1,2-dicarboxylate",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
AGEZXYOZHKGVCM-UHFFFAOYSA-N,α-bromotoluene,Benzyl bromides,Benzyl bromides
AGEZXYOZHKGVCM-UHFFFAOYSA-N,α-bromotoluene; benzyl bromide,Benzyl bromides,Benzyl bromides
AGGIJOLULBJGTQ-UHFFFAOYSA-N,Sulphoacetic acid,Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
AGHQMAQBLOTWPQ-UHFFFAOYSA-H,Cadmium sulfate octahydrate,Transition metal sulfates,Transition metal sulfates
AGKBXKFWMQLFGZ-UHFFFAOYSA-N,Bis(4-methylbenzoyl)peroxide,Benzoyl peroxides,Benzoyl peroxides|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGKBXKFWMQLFGZ-UHFFFAOYSA-N,bis(4-methylbenzoyl)peroxide,Benzoyl peroxides,Benzoyl peroxides|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGKBXKFWMQLFGZ-UHFFFAOYSA-N,di(4-methyl-benzoyl)peroxide,Benzoyl peroxides,Benzoyl peroxides|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGKQHLKOMIVKIV-UHFFFAOYSA-N,"2-[1-(2-{4-[2-(4,4-dimethyl-4,5-dihydro-1,3-oxazol-2-yl)propan-2-yl]phenyl}ethyl)piperidin-4-yl]-1H-1,3-benzodiazole",Benzimidazoles,Benzimidazoles
AGKSTYPVMZODRV-UHFFFAOYSA-N,Imibenconazole,Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
AGMWEOLWLPKJFM-UHFFFAOYSA-N,"(4E)-4-[3-(2,5-dichloro-4,6-dimethylpyridin-3-yl)-2H-1,2,4-oxadiazol-5-ylidene]-2-methoxy-6-nitrocyclohexa-2,5-dien-1-one",Nitrophenyl ethers,Nitrophenyl ethers|Nitrobenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGMZSYQMSHMXLT-SCSAIBSYSA-N,(3R)-3-aminobutan-1-ol,"1,3-aminoalcohols","1,3-aminoalcohols"
AGMZSYQMSHMXLT-UHFFFAOYSA-N,Reaction products of 4-hydroxy-2-butanone and ammonia and hydrogen,"1,3-aminoalcohols","1,3-aminoalcohols"
AGNCKMHGYZKMLN-UHFFFAOYSA-N,1-nitro-4-(pentafluorosulphanyl)benzene,Nitrobenzenes,Nitrobenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGNCPLAEUFOQPN-UHFFFAOYSA-N,"2,6-dimethylphenyl 4-hydroxybenzenesulfonate",Benzenesulfonate esters,Benzenesulfonate esters|Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGPKZVBTJJNPAG-WHFBIAKZSA-N,L-isoleucine,Isoleucine and derivatives,Isoleucine and derivatives|Alpha amino acids and derivatives
AGQCDNFPYKDZBO-UHFFFAOYSA-L,"Disodium 3-[(4-amino-5-methoxy-o-tolyl)azo]naphthalene-1,5-disulphonate",1-naphthalene sulfonates,1-naphthalene sulfonates
AGQPHHBPENBBIO-UHFFFAOYSA-M,Di-n-octylaluminium iodide,Alkylaluminium halides,Alkylaluminium halides|Alkylaluminium and derivatives
AGQPHHBPENBBIO-UHFFFAOYSA-M,di-n-octylaluminium iodide,Alkylaluminium halides,Alkylaluminium halides|Alkylaluminium and derivatives
AGRLJMLWBXCPHN-UHFFFAOYSA-N,"6'-(isobutylethylamino)-3'-methyl-2'-phenylamino-spiro[isobenzo-2-oxofuran-7,9'-[9H]-xanthene]",Xanthenes,Xanthenes
AGRLJMLWBXCPHN-UHFFFAOYSA-N,"6'-(isobutylethylamino)-3'-methyl-2'-phenylaminospiro[isobenzo-2-oxofuran-7,9'-[9H]-xanthene]",Xanthenes,Xanthenes
AGSHBVNPPGEAMB-UHFFFAOYSA-N,"2,2-Ethylmethylthiazolidine",Thiazolidines,Thiazolidines
AGSHBVNPPGEAMB-UHFFFAOYSA-N,"2,2-ethylmethylthiazolidine",Thiazolidines,Thiazolidines
AGTKMLMRHVWXHN-URXFXBBRSA-N,"(3S,4R)-3-[(1,3-Benzodioxol-5-yloxy)methyl]-1-benzyl-4-(4-fluorophenyl)piperidine",N-benzylpiperidines,N-benzylpiperidines
AGUIVNYEYSCPNI-UHFFFAOYSA-N,"N-methyl-N-2,4,6-tetranitroaniline; tetryl",Nitrobenzenes,Nitrobenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGUMVCVDCJQCIQ-UHFFFAOYSA-N,tetraammine platinum (II) hydrogen carbonate,Organic carbonic acids,Organic carbonic acids|Organic carbonic acids and derivatives
AGVJBLHVMNHENQ-UHFFFAOYSA-N,calcium sulphide,Alkaline earth metal sulfides,Alkaline earth metal sulfides
AGVKXDPPPSLISR-UHFFFAOYSA-N,Cyclohexyl(ethyl)amine,Cyclohexylamines,Cyclohexylamines|Organonitrogen compounds
AGVKXDPPPSLISR-UHFFFAOYSA-N,cyclohexylethylamine,Cyclohexylamines,Cyclohexylamines|Organonitrogen compounds
AGVNLFCRZULMKK-UHFFFAOYSA-N,1-acetyl-4-(4-hydroxyphenyl)piperazine,Phenylpiperazines,Phenylpiperazines|Piperazines|Diazinanes
AGWVQASYTKCTCC-UHFFFAOYSA-N,"(2,3,5,6-tetrafluorophenyl)methanol",Benzyl alcohols,Benzyl alcohols|Benzene and substituted derivatives|Benzenoids|Organic compounds
AGYUOJIYYGGHKV-UHFFFAOYSA-N,"1,2-bis(2-chloroethoxy)ethane",Dialkyl ethers,Dialkyl ethers
AHBGXHAWSHTPOM-UHFFFAOYSA-N,Antimony oxide,Miscellaneous antimonates,Miscellaneous antimonates
AHBGXTDRMVNFER-UHFFFAOYSA-L,Strontium chloride,Alkaline earth metal chlorides,Alkaline earth metal chlorides
AHBNSOZREBSAMG-UHFFFAOYSA-N,"2-methylpentane-1,5-diisocyanate",Isocyanates,Isocyanates|Organonitrogen compounds
AHCLXVDSJKEGCO-BTJKTKAUSA-N,3-{2-[2-(3-azaniumylpropoxy)ethoxy]ethoxy}propan-1-aminium di[(2Z)-3-carboxyprop-2-enoate],Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
AHCXCFSRGIJIRM-HVQZGMPCSA-N,"5,5'-((2R,5R)-1-(3,5-difluoro-4-(4-(4-fluorophenyl)piperidin-1-yl)phenyl)pyrrolidine-2,5-diyl)bis(6-fluoro-2-((S)-pyrrolidin-2-yl)-1H-benzo[d]imidazole)",Phenylpiperidines,Phenylpiperidines|Piperidines
AHDSRXYHVZECER-UHFFFAOYSA-N,"2,4,6-tri(dimethylaminomethyl)phenol",Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
AHDSRXYHVZECER-UHFFFAOYSA-N,"2,4,6-tris(dimethylaminomethyl)phenol",Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
AHHPZGUFLGCZCF-UHFFFAOYSA-N,"3-ethyl 5-methyl 4-(2-chlorophenyl)-1,4-dihydro-2-[2-(1,3-dihydro-1,3-dioxo-(2H)isoindol-2-yl)-ethoxymethyl]-6-methyl-3,5-pyridinedicarboxylate",Phthalimides,Phthalimides|Isoindolones
AHHWIHXENZJRFG-UHFFFAOYSA-N,"1,3-propylene oxide",Oxetanes,Oxetanes
AHIPJALLQVEEQF-UHFFFAOYSA-N,"p-(2,3-epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",Aminophenyl ethers,Aminophenyl ethers|Phenol ethers|Benzenoids|Organic compounds
AHLBUWIGURZNRZ-UHFFFAOYSA-N,"Methyl 5-methyl-1,2-oxazole-4-carboxylate",Isoxazoles,Isoxazoles
AHLIZUWPYRQFHY-UHFFFAOYSA-N,5-chloro-4-(4-methylphenyl)-1H-imidazole-2-carbonitrile,Phenylimidazoles,Phenylimidazoles
AHLPHDHHMVZTML-BYPYZUCNSA-N,L-ornithine,L-alpha-amino acids,L-alpha-amino acids|Alpha amino acids|Alpha amino acids and derivatives
AHMNLRKVMYAESR-UHFFFAOYSA-N,VERTOXIME,Ketoximes,Ketoximes
AHRHOJAODFDUBQ-UHFFFAOYSA-N,"2-Propenoic acid, 2-methyl-, 3-methyl-3-buten-1-yl ester",Enoate esters,Enoate esters
AHSQPFFBBHOZGR-UHFFFAOYSA-N,2-Methyl-5-phenylpentanal,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
AHSZBZTYLKTYJI-UHFFFAOYSA-N,"2,2-dimethylpropane-1,3-diyl dinonanoate",Fatty acid esters,Fatty acid esters
AHTBZXWLAVCGEG-UHFFFAOYSA-R,MOLYBDATE DE TETRAKIS(TRIDODECYLAMMONIUM),Trialkylamines,Trialkylamines|Tertiary amines
AHTPATJNIAFOLR-UHFFFAOYSA-N,Thifensulfuron-methyl,Thiophene carboxylic acids and derivatives,Thiophene carboxylic acids and derivatives
AHTPATJNIAFOLR-UHFFFAOYSA-N,"thifensulfuron-methyl (ISO); methyl 3-(4-methoxy-6-methyl- 1,3,5-triazin-2-ylcarbamoylsulfamoyl)thiophene-2-carboxylate",Thiophene carboxylic acids and derivatives,Thiophene carboxylic acids and derivatives
AHTPATJNIAFOLR-UHFFFAOYSA-N,"thifensulfuron-methyl (ISO); methyl 3-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)thiophene-2-carboxylate",Thiophene carboxylic acids and derivatives,Thiophene carboxylic acids and derivatives
AHUXYBVKTIBBJW-UHFFFAOYSA-N,Dimethoxydiphenylsilane,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
AHWALFGBDFAJAI-UHFFFAOYSA-N,Phenyl chloroformate,Phenoxy compounds,Phenoxy compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
AHWSBYUPIDJISG-UHFFFAOYSA-N,Di-L-para-menthene,Menthane monoterpenoids,Menthane monoterpenoids|Monoterpenoids
AHWSBYUPIDJISG-UHFFFAOYSA-N,di-L-para-menthene,Menthane monoterpenoids,Menthane monoterpenoids|Monoterpenoids
AHYMHWXQRWRBKT-UHFFFAOYSA-N,3-[1-[[3-[5-[(1-methylpiperidin-4-yl)methoxy]pyrimidin-2-yl]phenyl]methyl]-6-oxopyridazin-3-yl]benzonitrile,Phenylpyridazines,Phenylpyridazines|Pyridazines and derivatives
AHYSXUDLJOFNAB-UHFFFAOYSA-N,2-bromo-5-hydroxy-4-methoxybenzaldehyde,Methoxyphenols,Methoxyphenols
AHZILZSKKSPIKM-UHFFFAOYSA-N,3-Aminooctan-4-ol,"1,2-aminoalcohols","1,2-aminoalcohols"
AHZMUXQJTGRNHT-UHFFFAOYSA-N,"4,4'-isopropylidenediphenyl dicyanate",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AIALTZSQORJYNJ-UHFFFAOYSA-N,"Decahydro-2-hydroxy-2,5,5,8a-tetramethylnaphthalene-1-ethanol",Tertiary alcohols,Tertiary alcohols
AIAYSXFWIUNXRC-PHIMTYICSA-N,Bicyclopyrone,Pyridines and derivatives,Pyridines and derivatives
AIBRSVLEQRWAEG-UHFFFAOYSA-N,"3,9-bis(2,4-di-tert-butylphenoxy)-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AIBRSVLEQRWAEG-UHFFFAOYSA-N,"bis(2,4-di-tert-butylphenyl) pentaerythritol diphosphite",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AIEQFQFGMBAKSG-UHFFFAOYSA-N,lead hexafluorosilicate,Post-transition metal fluorides,Post-transition metal fluorides|Post-transition metal salts
AIGCMVGMKTZIPN-IOKCYJPOSA-N,"Strychnidin-10-one, 2,3-dimethoxy-, mono[(R)-1-methylheptyl 1,2-benzenedicarboxylate]",Strychnos alkaloids,Strychnos alkaloids|Alkaloids and derivatives|Organic compounds
AIGCMVGMKTZIPN-LXQMEPLDSA-N,"Strychnidin-10-one, 2,3-dimethoxy-, compd. with (S)mono(1-methylheptyl)-1,2-benzenedicarboxylate (1:1)",Strychnos alkaloids,Strychnos alkaloids|Alkaloids and derivatives|Organic compounds
AIGRXSNSLVJMEA-UHFFFAOYSA-N,EPN,Phenyl phenylphosphonothioates,Phenyl phenylphosphonothioates
AIGRXSNSLVJMEA-UHFFFAOYSA-N,O-ethyl O-4-nitrophenyl phenylphosphonothioate; EPN,Phenyl phenylphosphonothioates,Phenyl phenylphosphonothioates
AIIUJTLQIOPZBE-UHFFFAOYSA-N,"4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl 2-methylprop-2-enoate",Enoate esters,Enoate esters
AIJFPNKGGAPZFJ-UHFFFAOYSA-N,1-(4-methoxyphenyl)-N-methylmethanamine,Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
AIJULSRZWUXGPQ-UHFFFAOYSA-N,Pyruvaldehyde,Alpha ketoaldehydes,Alpha ketoaldehydes
AIKKULXCBHRFOS-UHFFFAOYSA-N,Formothion,N-substituted carboxylic acid imides,N-substituted carboxylic acid imides
AIKKULXCBHRFOS-UHFFFAOYSA-N,"formothion (ISO); N-formyl-N-methylcarbamoylmethyl O,O-dimethyl phosphorodithioate",N-substituted carboxylic acid imides,N-substituted carboxylic acid imides
AILHLQDLZVZNPS-UHFFFAOYSA-N,Magnesium divanadium hexaoxide,Alkaline earth metal oxides,Alkaline earth metal oxides
AIMMSOZBPYFASU-UHFFFAOYSA-N,Trifloxysulfuron,Pyrimidinyl-2-sulfonylureas,Pyrimidinyl-2-sulfonylureas
AIMXDOGPMWDCDF-UHFFFAOYSA-N,"N,N'-dicyclohexyl-p-phenylenediamine",Phenylalkylamines,Phenylalkylamines|Aralkylamines
AIPVNQQMYPWQSX-UHFFFAOYSA-N,Ethyl diphenylglycolate,Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AIQMFFCWDAIGNV-UHFFFAOYSA-N,"ethyl 2-[3-formyl-4-(2-methylpropoxy)phenyl]-4-methyl-1,3-thiazole-5-carboxylate",Thiazolecarboxylic acids and derivatives,Thiazolecarboxylic acids and derivatives|Thiazoles
AITNMTXHTIIIBB-UHFFFAOYSA-N,1-bromo-4-fluorobenzene,Fluorobenzenes,Fluorobenzenes
AIUGTYAOGJJSTN-UHFFFAOYSA-M,Sodium 6-amino-5-[[2-[(cyclohexylmethylamino)sulphonyl]phenyl]azo]-4-hydroxynaphthalene-2-sulphonate,2-naphthalene sulfonates,2-naphthalene sulfonates
AIVSTGKLEISXKC-UHFFFAOYSA-N,"7-Bromo-4-fluoro-2,3-dihydro-1H-inden-1-one",Indanones,Indanones|Indanes|Benzenoids|Organic compounds
AIXZBGVLNVRQSS-UHFFFAOYSA-N,"2,5-bis(5-tert-butyl-2-benzoxazolyl)thiophene",Benzoxazoles,Benzoxazoles
AIXZBGVLNVRQSS-UHFFFAOYSA-N,"2,5-thiophenediylbis(5-tert-butyl-1,3-benzoxazole)",Benzoxazoles,Benzoxazoles
AIYUHDOJVYHVIT-UHFFFAOYSA-M,Caesium chloride,Alkali metal chlorides,Alkali metal chlorides
AIYYMMQIMJOTBM-UHFFFAOYSA-L,Nickel di(acetate),Carboxylic acids,Carboxylic acids|Carboxylic acids and derivatives
AIYYMMQIMJOTBM-UHFFFAOYSA-L,nickel di(acetate),Carboxylic acids,Carboxylic acids|Carboxylic acids and derivatives
AIZPFZIKHIJCQX-UHFFFAOYSA-N,"4-[2-(2-amino-4,7-dihydro-4-oxo-3H-pyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoic acid","Pyrrolo[2,3-d]pyrimidines","Pyrrolo[2,3-d]pyrimidines"
AJDONJVWDSZZQF-UHFFFAOYSA-N,"Bis(4-(1,1,3,3-tetramethylbutyl)phenyl) ether",Diphenylethers,Diphenylethers|Benzene and substituted derivatives|Benzenoids|Organic compounds
AJDUTMFFZHIJEM-UHFFFAOYSA-N,"4',4'''-azobis[N-(9,10-dihydro-9,10-dioxo-1-anthryl)[1,1'-biphenyl]-4-carboxamide]",Anthraquinones,Anthraquinones|Anthracenes|Benzenoids|Organic compounds
AJDYPKBZJGFSDZ-VXLSFFSTSA-N,"(1S,4R,6R)-1-[(3E)-5-Hydroxy-3-methylpent-3-en-1-yn-1-yl]-2,2,6-trimethylcyclohexane-1,4-diole",Sesquiterpenoids,Sesquiterpenoids
AJEMFZRCUKJSES-UHFFFAOYSA-N,4-(2-((3-ethyl-4-methyl-2-oxo-pyrrolin-1-yl)carboxamido)ethyl)benzenesulfonamide),Benzenesulfonamides,Benzenesulfonamides|Benzene and substituted derivatives|Benzenoids|Organic compounds
AJIPIJNNOJSSQC-NYLIRDPKSA-N,"(8R,9S,13S,14S,15R,16R,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,15,16,17-tetrol",Estrogens and derivatives,Estrogens and derivatives|Estrane steroids|Steroids and steroid derivatives
AJKOAOUQPNLZTF-UHFFFAOYSA-N,(E)-3-(benzyl(4-((4-nitrophenyl)diazenyl)phenyl)amino)propanenitrile,Phenylbenzamines,Phenylbenzamines|Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
AJLFOPYRIVGYMJ-INTXDZFKSA-N,"(1S,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl(2S)-2-methylbutanoate",Delta valerolactones,Delta valerolactones|Lactones
AJPJDKMHJJGVTQ-UHFFFAOYSA-M,Sodium dihydrogenorthophosphate,Alkali metal phosphates,Alkali metal phosphates
AJPKQSSFYHPYMH-UHFFFAOYSA-N,"2,6-Dichloropyridine-3-carboxylic acid",Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
AJQMFUYBFQQAKA-UHFFFAOYSA-N,"Benzene, 1-[(trans,trans)-4'-propyl[1,1'-bicyclohexyl]-4-yl]-4-(trifluoromethoxy)-",Phenol ethers,Phenol ethers|Benzenoids|Organic compounds
AJRYCRIQZBMNEO-UHFFFAOYSA-N,"2-nitro-2-phenyl-1,3-propanediol",Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
AJSTXXYNEIHPMD-UHFFFAOYSA-N,Triethyl borate,Organic oxoanionic compounds,Organic oxoanionic compounds
AJTVSSFTXWNIRG-UHFFFAOYSA-N,2-[bis(2-hydroxyethyl)amino]ethanesulphonic acid,Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
AJXNWWLXMKDNHF-UHFFFAOYSA-L,"Acetic acid, hydroxysulfo-, disodium salt",Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
AJXNWWLXMKDNHF-UHFFFAOYSA-L,"acetic acid, 2-hydroxy-2sulfo-, sodium salt (1:2)",Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
AJXYQJKBNYBUFD-AATRIKPKSA-N,"2-[2-(3,3-dimethyloxiranyl)vinyl]-2,3-dimethyloxirane",Epoxides,Epoxides
AJYOOHCNOXWTKJ-UHFFFAOYSA-N,4-chlorobenzhydryl alcohol,Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AJYXPNIENRLELY-UHFFFAOYSA-N,2-thienylacetyl chloride,Heteroaromatic compounds,Heteroaromatic compounds
AKCRQHGQIJBRMN-UHFFFAOYSA-N,2-chloroaniline,Aniline and substituted anilines,Aniline and substituted anilines|Benzene and substituted derivatives|Benzenoids|Organic compounds
AKCZQKBKWXBJOF-UHFFFAOYSA-N,"[1,1'-Bicyclohexyl]-4-one,4'-propyl-,",Cyclic ketones,Cyclic ketones|Ketones|Carbonyl compounds|Organooxygen compounds
AKEBROIVCDHVSD-UHFFFAOYSA-N,Potassium tetrafluoroborate,Metalloid fluorides,Metalloid fluorides|Metalloid salts
AKEJUJNQAAGONA-UHFFFAOYSA-N,Sulphur trioxide,Other non-metal oxides,Other non-metal oxides
AKETXTOLBLTPTP-DTORHVGOSA-N,8-isopropyl-8-azabicyclo[3.2.1]octan-3-one,Tropane alkaloids,Tropane alkaloids|Alkaloids and derivatives|Organic compounds
AKGGYBADQZYZPD-UHFFFAOYSA-N,4-phenylbutan-2-one,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
AKGNHAWSXXEAPG-UHFFFAOYSA-N,"3,7-dimethylnon-6-en-1-ol",Acyclic monoterpenoids,Acyclic monoterpenoids|Monoterpenoids
AKHNMLFCWUSKQB-UHFFFAOYSA-L,Sodium thiosulphate,Alkali metal thiosulfates,Alkali metal thiosulfates
AKHNMLFCWUSKQB-UHFFFAOYSA-L,sodium thiosulfate,Alkali metal thiosulfates,Alkali metal thiosulfates
AKIIJALHGMKJEJ-UHFFFAOYSA-N,2-methylcyclohexyl acetate,Carboxylic acid esters,Carboxylic acid esters
AKKLPLPBIJUVIJ-UHFFFAOYSA-N,"2-(2-methoxyethoxy)ethyl 4-[(5-cyano-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxopyridin-3-yl)azo]benzoate",Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
AKLDPNVZTZIVFA-UHFFFAOYSA-N,"3,4-Dichloroaniline-6-sulfonic acid",Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
AKLOLDQYWQAREW-UHFFFAOYSA-N,"3,4-dinitrophenol",Dinitrophenols,Dinitrophenols|Nitrophenols
AKMADBIBLGBZQJ-UHFFFAOYSA-N,Neodymium trinitrate,Lanthanide nitrates,Lanthanide nitrates
AKNMPWVTPUHKCG-UHFFFAOYSA-N,"2,2'-methylenebis[6-cyclohexyl-p-cresol]",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AKNMPWVTPUHKCG-UHFFFAOYSA-N,"2,2′-methylenebis(4-methyl-6-cyclohexylphenol)",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AKNNEGZIBPJZJG-MSOLQXFVSA-N,Noscapine,Phthalide isoquinolines,Phthalide isoquinolines|Alkaloids and derivatives|Organic compounds
AKNPEMSZIKCOGC-UHFFFAOYSA-L,chromyl dichloride; chromic oxychloride,Transition metal chlorides,Transition metal chlorides
AKNQMEBLVAMSNZ-UHFFFAOYSA-N,Azaconazole,Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
AKNQMEBLVAMSNZ-UHFFFAOYSA-N,"azaconazole (ISO); 1-{[2-(2,4-dichlorophenyl)-1,3-dioxolan-2-yl]methyl}-1H-1,2.4-triazole",Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
AKNUHUCEWALCOI-UHFFFAOYSA-N,N-ethyldiethanolamine,"1,2-aminoalcohols","1,2-aminoalcohols"
AKPLHCDWDRPJGD-UHFFFAOYSA-N,Nordazepam,"1,4-benzodiazepines","1,4-benzodiazepines|Benzodiazepines"
AKQDXNFPEFHRLS-UHFFFAOYSA-N,(1-benzylindazol-3-yl)methanol,Indazoles,Indazoles
AKQXKEBCONUWCL-MRVPVSSYSA-N,tert-butyl (3R)-3-aminopiperidine-1-carboxylate,Piperidinecarboxylic acids,Piperidinecarboxylic acids
AKTIAGQCYPCKFX-FDGPNNRMSA-L,"Bis(pentane-2,4-dionato-O,O')magnesium",Enones,Enones
AKTQJCBOGPBERP-UHFFFAOYSA-N,Triflusulfuron (formerly Triflusulfuron-methyl),S-triazinyl-2-sulfonylureas,S-triazinyl-2-sulfonylureas
AKTZESRUXGGXDA-UHFFFAOYSA-N,"ethyl 1-(2,6-difluorobenzyl)-1H-1,2,3-triazole-4-carboxylate",Fluorobenzenes,Fluorobenzenes
AKUJBENLRBOFTD-RPRRAYFGSA-N,Dexamethasone 21-acetate,"Gluco/mineralocorticoids, progestogins and derivatives","Gluco/mineralocorticoids, progestogins and derivatives|Pregnane steroids|Steroids and steroid derivatives"
AKUPWWXXOPZGCK-UHFFFAOYSA-N,Iron tris(phosphinate),Transition metal hypophosphites,Transition metal hypophosphites
AKUZJQBOBCRXOK-UHFFFAOYSA-N,"toluene-2,4-diammonium sulphate; 4-methyl-m-phenylenediamine sulfate",Aminotoluenes,Aminotoluenes|Toluenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
AKVOQXBQLXOEEF-UHFFFAOYSA-N,2-(4-bromophenyl)-2-methylpropanoic acid,Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
