substance_name,entity_type,matchable,is_group,equivalent_node,equivalent_level,relationship_type,confidence,emb_match,emb_score,emb_agrees
Dipropandioic acid nickel salt,CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
Unecyna,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Cadmium sulfide (CdS), solid soln. with zinc sulfide, aluminum and cobalt and copper and silver-doped",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Calcium metaborate (Ca(BO2)2) and calcium tetraborate (CaB4O7), amorphous reaction products of boric acid with lime",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"phenol, nonyl-, manuf. of, by-products from, high-boiling",CAS without structure,TRUE,TRUE,Phenols,class,subset,medium,NA,NA,FALSE
"Fatty acids, C18-unsated., dimers, di-Me esters, hydrogenated, 3-mercaptopropanoates",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
NCMC-NCA,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
Modified NVPF,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fuel oil, no. 4",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Aromatic hydrocarbons, C6-10, C8-rich",CAS without structure,TRUE,TRUE,Aromatic hydrocarbons,class,subset,high,NA,NA,FALSE
POLYMAC 320-1305 (COMMERCIAL PRODUCT: POLYMER IN SOLVENT),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
chloro(methyl)silanes and tetramethylsilane and trichlorosilane from the fractionated distillation of the reaction products of silicon and chloromethane,Unclassified,TRUE,TRUE,Alkylhalosilanes,subclass,subset,medium,NA,NA,FALSE
CAT,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Random copolymer of 2-methyltricyclo[3.3.1.1 3.7]dec-2-ylmethacrylate, 3-hydroxytricyclo[3.3.1.13.7] dec-1-ylmethacrylate and tetrahydro-2-oxo-3-furyl methacrylate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Mate, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
1-3(Diphenylguanidinium) m-[[p-anilinophenyl]azo]benzenesulfonate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
SÄUREBLAUGRÜN 765 PINA,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Triglycerides, C16-18 (even numbered), reaction products with diethylenetriamine",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, C16-18, isononyl esters",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,high,Fatty acid esters,0.821394996749326,TRUE
"Octadecanoic acid, reaction products with triethylenetetramine",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"Oxirane, mono[(C8-10-alkyloxy)methyl] derivs.",CAS without structure,TRUE,TRUE,Epoxides,class,subset,high,NA,NA,FALSE
bis{1-[4-(branched-alkyl)phenyl]alkenyl}benzene,Unclassified,TRUE,TRUE,Stilbenes,class,subset,low,NA,NA,FALSE
"Arsenic acid (H3AsO4), monopotassium salt, 1/5hydrate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Satureja montana L. essential oil,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Leach residues, precious metal recovery lead refining",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Rosin, fumarated",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Phosphorous acid, tri-C12-14-alkyl esters",CAS without structure,TRUE,TRUE,Trialkylphosphites,class,subset,high,NA,NA,FALSE
"Yarrowia lipolytica cell pellets (Biomass from Y lipolytica fermentation that is isolated with filter aid, extruded, and dried)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alcohols, C18-22, distn. residues",CAS without structure,TRUE,TRUE,Fatty alcohols,subclass,subset,high,NA,NA,FALSE
"Ethane-1,2-diol, reaction products with 2-(chloromethyl)oxirane",Unclassified,TRUE,TRUE,Epoxides,class,subset,medium,NA,NA,FALSE
N-[2-[Bis(carboxymethyl)amino]ethyl]-N-(1-oxononyl)glycine,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
ARGOPHAN S,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2-Propenoic acid, 2-hydroxyethyl ester, reaction products with O,O-bis(dialkyalkyl) hydrogen phosphorodithioate and dimethyl phosphonate",Unclassified,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,broader,low,NA,NA,FALSE
Triazine derivative,Unclassified,TRUE,TRUE,Triazines,class,subset,high,NA,NA,FALSE
"22-Tricosenoic acid, cadmium salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Perfluorooctane sulfonic acid (PFOS), its salts and PFOS-related compoundsC8F17SO2X (X = OH, Metal salt (O-M+ ), halide, amide, and other related compounds including polymers)",Unclassified,TRUE,TRUE,Perfluoroalkyl sulfonic acid and derivatives,direct_parent,subset,high,NA,NA,FALSE
polyisobutene,CAS without structure,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
PDN 2899,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1-[(2-isopropyl-1,3-thiazol-4-yl)methyl]-1-methyl-3-[(3S)-2-oxotetrahydrofuran-3-yl]urea",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amines, C12-18-(even numbered) and C18-(unsaturated) alkyl",CAS without structure,TRUE,TRUE,Primary amines,direct_parent,subset,medium,NA,NA,FALSE
"Fresh oil|Light oil (coal), semi-coking process|[The volatile organic liquid condensed from the gas evolved in the low-temperature (less than 700°C (1292°F)) destructive distillation of coal. Composed primarily of C<sub>6-10</sub> hydrocarbons.]",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"bis(ethane-1,2-diamine-κ²N,N')copper(2+) sulfate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Glycerides, C14-22 mono-",CAS without structure,TRUE,TRUE,Monoacylglycerols,subclass,subset,high,NA,NA,FALSE
Chrome tungsten titanium buff rutile,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Mercury compounds,Substance group,TRUE,TRUE,Inorganic mercury compounds,class,broader,medium,Inorganic mercury compounds,0.9289707383617798,TRUE
REAFREE ND-1096 POLYMER,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2-benzofuran-1,3-dione, addition product with 2-(2-hydroxyethoxy)ethanol, ethoxylated",Unclassified,TRUE,TRUE,Carboxylic acid anhydrides,direct_parent,subset,low,NA,NA,FALSE
"2-{[(2-{3-[(4-{Ethyl[3-(vinylsulfonyl)phenyl]amino}-6-fluoro-heteromonocycle-2-yl)amino]-2- (hydroxy-O)phenyl}hydrazono-N2)(phenyl)methyl]diazenyl-N1}benzoato(6-)-O]cuprate(4-) sodium salt, polysulfo",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
CuZn35AlSiFe,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Pentasodium 2-(bis{halo-[(halo- sulfonatoaryl)diazenyl]-2-(sulfonatoalkoxy)anilino}-triazin-ylamino)alkanesulfonate,Unclassified,TRUE,TRUE,Azobenzenes,class,subset,medium,NA,NA,FALSE
"3-Pentanone, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, reaction products with 2-propyn-1-ol",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Saponaria officinalis L. roots,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
[1-(4-bromobenzyl)-2-butyl-4-chloro-1H-imidazol-5-yl]methanol,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
TP7450,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Esterification products of 4,4'-Isopropylidenediphenol, ethoxylated and prop-2-enoic acid and 3,5,5-trimethylhexanoic acid",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"Fatty acids, coco, diesters and triesters with trimethylolpropane",Unclassified,TRUE,TRUE,Triacylglycerols,subclass,subset,low,NA,NA,FALSE
"Glycerides, palm-oil mono-, hydrogenated, acetates",CAS without structure,TRUE,TRUE,Monoacylglycerols,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, C8-10, mixed esters with adipic acid and trimethylolpropane",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
"(αS,α'S,2R,2'S)- 2H- 1-Benzopyran-2-methanol, α,α'-[[(phenylmethyl)imino]-bis(methylene)]-bis[6-fluoro-3,4-dihydro-, hydrochloride (1:1)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of triphenyl phosphite, oleyl alcohol and alcohols, C10-16",Unclassified,TRUE,TRUE,Organophosphorus compounds,superclass,subset,medium,NA,NA,FALSE
"O,O'-BIS-(4-TERT-BUTYLBENZOYL)-N,N'-DIALLYL-L-WEINSÄUREDIAMI",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Nickelate(6-), [4-[[5-[[(3,6-dichloro-4-pyridazinyl)carbonyl]amino]-2-sulfophenyl]azo]-4,5-dihydro-5-oxo-1-[5-[[(trisulfo-29H,31H-phthalocyaninyl)sulfonyl]amino]-2-sulfophenyl]-1H-pyrazole-3-carboxylato(8-)-N29,N30,N31,N32]-, hexahydrogen",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Methyl 1-(3-chloroheteromonocycle-2-yl)-3-{[5-(trifluoromethyl)-2H-heteromonocycle-2-yl]methyl}-1H-heteromonocycle-5-carboxylate,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"bis(O,O-2-ethylhexyl-thiophosphoryl)polysulfide",CAS without structure,TRUE,TRUE,Organic thiophosphoric acids and derivatives,class,subset,medium,NA,NA,FALSE
"Low boiling point naphtha - unspecified|Natural gas condensates|[A complex combination of hydrocarbons separated and/or condensed from natural gas during transportation and collected at the wellhead and/or from the production, gathering, transmission, and",Mixture,TRUE,TRUE,Hydrocarbons,superclass,subset,medium,NA,NA,FALSE
"Zinc, dross",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Rosin, maleated, esterified with sorbitol",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
(2S)-5-amino-2-{[(2S)-2-aminopropanoyl]amino}-5-oxopentanoic acid,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Repellents: Tall oil crude (CAS 93571-80-3),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Bitumen,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Naphthalene sulfonic acid, reaction products with isobutanol,sodium salts",Unclassified,TRUE,TRUE,Naphthalene sulfonic acids and derivatives,subclass,subset,medium,Naphthalene sulfonic acids and derivatives,0.8189750109002211,TRUE
Rape seed oil,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Pentaerythritol, ethoxylated",CAS without structure,TRUE,TRUE,Alcohols and polyols,subclass,subset,medium,NA,NA,FALSE
Disodium (2S)-2-(phenylformamido)butanedioate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of rel-(1S)-1-[(1R)-3,3-dimethylcyclohexyl]ethanol and 2,2-dimethyloxirane",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"1-Propene, hydroformylation products, high-boiling",CAS without structure,TRUE,TRUE,Fatty alcohols,subclass,subset,low,NA,NA,FALSE
"Fatty acids, C16-18 tridecyl esters",Unclassified,TRUE,TRUE,Fatty acid esters,subclass,subset,high,Fatty acid esters,0.8058185556214165,TRUE
"Baseoil - unspecified|Hydrocarbons, C<sub>27-45</sub>, naphthenic vacuum distn.",CAS without structure,TRUE,TRUE,Hydrocarbons,superclass,subset,medium,NA,NA,FALSE
5-Methylpyrazine-2-carboxylic acid [2-(4-sulfamoylphenyl)ethyl]amide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Gasoline, natural",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
caramel (color),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
N-Cocoyl L-Proline,Unclassified,TRUE,TRUE,Proline and derivatives,direct_parent,subset,medium,NA,NA,FALSE
"(E)-2-(2-(4-dibenzo[b,f][1,4]thiazepin-11-yl)piperazin- 1-yl)ethoxy)ethanol hydrochloride",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
4-[(4-{[4-({5-[2-(acryloyloxy) ethoxy]-5-oxoalkanoyl}oxy) benzoyl]oxy}-2-methylaroxy)carbonyl] aryl 2-(acryloyloxy) ethyl alkandioate,Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"taurine, salts",Unclassified,TRUE,TRUE,Taurinated bile acids and derivatives,subclass,broader,low,NA,NA,FALSE
"4-[2-(4-hydroxyphenyl)propan-2-yl]phenol, reaction product with diphenyl carbonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Phenol, alkylation products (mainly in para position) with C12-rich branched alkyl chains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)",Unclassified,TRUE,TRUE,Phenols,class,subset,medium,NA,NA,FALSE
"3-Isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate, oligomers, reaction products with 3,5-dimethyl-1H-pyrazole",Unclassified,TRUE,TRUE,Isocyanates,subclass,subset,medium,NA,NA,FALSE
"Slags, lead reverbatory smelting",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Niobium doped titanium dioxide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, tall-oil, low-boiling",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,high,NA,NA,FALSE
"Pentanoic, octanoic and decanoic acid, mixed ester with pentaerythritol",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
salts of ephedrine,Unclassified,TRUE,TRUE,Amphetamines and derivatives,direct_parent,subset,medium,NA,NA,FALSE
Bacillus amyloliquefaciens strain PTA-4838 (VBC-90060),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
3-[(4-amino-2-methoxyphenyl)azo]-5-chloro-4-hydroxybenzensulfonic acid,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Tetracosanoic acid, lead(2+) salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Castor oil, hydrogenated",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Reaction products of long-chain fatty alcohols and inorganic acid with 2-aminoalkanol,Unclassified,TRUE,TRUE,Fatty alcohols,subclass,broader,low,NA,NA,FALSE
"(R)-1-(3,4-Dimethoxy-benzyl)-6,7-dimethoxy-1,2,3,4-tetrahydro-isoquinoline, compound with (S)-2-(6-methoxy-naphthalen-2-yl)-propionic acid",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
BIS-ARENE ORGANOMETALLIC COMPLEX,Unclassified,TRUE,TRUE,Organometallic compounds,superclass,subset,medium,NA,NA,FALSE
"Alcohols, C12-14 (linear, even-numbered), ethoxylated, sulfates, ammonium salts, < 2.5 mol EO",Unclassified,TRUE,TRUE,Organic sulfate salts,superclass,subset,medium,NA,NA,FALSE
"4-Butoxy-2,3-difluor-4'-methyl-1,1'-biphenyl",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
HCT-202,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
trisodium 3-[{3-[bis(2-carboxylatoethyl)amino]propyl}(C12-18-(even numbered) and C18-(unsaturated) alkyl)amino]propanoate,Unclassified,TRUE,TRUE,"Amino acids, peptides, and analogues",subclass,subset,low,NA,NA,FALSE
"Reaction products of: 2,4-bis[(2-N,N-hydrogenated tallow-aminoethyl)carbamoyl]toluene and 2,6-bis[(2-N,N-hydrogenated tallow-aminoethyl)carbamoyl]toluene with methyl chloride",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
Ligroine,CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Tetrasodium [bis[[[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]amino]sulphonyl]-29H,31H-phthalocyaninedisulphonato(6)-N29,N30,N31,N32]nickelate(4-)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of D-Glucose, n-Butanol and C10-12 (even numbered) alcohols",Unclassified,TRUE,TRUE,Carbohydrates and carbohydrate conjugates,subclass,subset,medium,NA,NA,FALSE
"Amides, C12-18(even numbered), N-[3-(dimethylamino)propyl]",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,high,NA,NA,FALSE
AURUM,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Corn oil (Zea mays, Gramineae), peroxidised",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Diethylbenzene,CAS without structure,TRUE,TRUE,Xylenes,subclass,subset,low,NA,NA,FALSE
CIN 10089791,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzenesulfonic acid, mono-C10-13-alkyl derivs., compds. with diethanolamine",CAS without structure,TRUE,TRUE,Benzenesulfonic acids and derivatives,subclass,subset,medium,NA,NA,FALSE
SOKYD-ACETO,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silanetriol and any of its mono-, di- or tri-O-(alkyl) derivatives",Unclassified,TRUE,TRUE,Monoalkylsilanetriols,direct_parent,broader,medium,NA,NA,FALSE
"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane, reaction products with cyclohex-1,2-ylenediamine",CAS without structure,TRUE,TRUE,Epoxides,class,subset,low,NA,NA,FALSE
1-allyl 2-acetylamino methyl pyrrolidine,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"(17β)-3-oxoestra-4,6-dien-17-yl acetate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4,4'-Isopropylidenedicyclohexanol, oligomeric reaction products with 1-chloro-2,3-epoxypropane",CAS without structure,TRUE,TRUE,Epoxides,class,subset,low,NA,NA,FALSE
Aluminiummagnesiumnickelsiliziumoxide,CAS without structure,TRUE,TRUE,Inorganic oxides,class,subset,medium,NA,NA,FALSE
Trade name: 3M(TM) NOVEC(TM) ENGINEERED FLUID HFE-7000,Mixture,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Low boiling point naphtha - unspecified|Hydrocarbons, C<sub>8-11</sub>, naphtha-cracking, toluene cut|[A complex combination of hydrocarbons obtained by distillation from prehydrogenated cracked naphtha. It consists predominantly of hydrocarbons having c",Mixture,TRUE,TRUE,Hydrocarbons,superclass,subset,medium,NA,NA,FALSE
"Isodecanoic acid, lead salt, basic",CAS without structure,TRUE,TRUE,Organic lead salts,level 5,subset,medium,NA,NA,FALSE
"Pentaerythritol tetraesters of n-C5, n-C7, n-C8, i-C9 and n-C10 fatty acids",CAS without structure,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"Fatty acids, C18, unsatd., dimers, reaction products with N,N-dimethyl-1,3-propanediamine and 1,3-propanediamine",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,low,NA,NA,FALSE
CIN 10082251,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction mixture of 50:50 [R,R] and [S,S] Trans racemate of 2-(4-tert-butylphenoxy)cyclohexyl sulfurochloridoite",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Evernia prunastri, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Baseoil - unspecified|Hydrocarbons, C<sub>27-42</sub>, dearomatized",CAS without structure,TRUE,TRUE,Hydrocarbons,superclass,subset,medium,NA,NA,FALSE
Alkylbenzenesulphonic acid compound with alkanolamine,Unclassified,TRUE,TRUE,Organic sulfonic acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"Fatty acids, C12-20 and C12-20-unsatd., reaction products with 2-amino-2-(hydroxymethyl)-1,3-propanediol",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"3,5-diamino-4-[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-2-[[2-sulfo-4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]benzoic acid sodium salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
4-hydroxybutan-2-one + 3-(hydroxymethyl)but-3-en-2-one,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Acetic acid, oxo-, potassium salt, reaction products with ethylenediamine and para-hydroxybenzenesulfonic acid potassium salt, iron potassium salts",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Alcohols, C16-18 (even numbered), ethoxylated, < 2.5 EO",CAS without structure,TRUE,TRUE,Fatty alcohols,subclass,subset,medium,NA,NA,FALSE
Sodium lauroyl oat aminoacids,CAS without structure,TRUE,TRUE,"Amino acids, peptides, and analogues",subclass,subset,medium,NA,NA,FALSE
"R,R-2-hydroxy-5-(1-hydroxy-2-(4-phenylbut-2-ylamino)ethyl)benzamide hydrogen 2,3-bis(benzoyloxy)succinate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Tert-butyl 3-[(2S)-2-[[(2S)-2-[[(2S)-2-amino-5-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoyl]amino]-6-[(2-methylpropan-2-y)oxycarbonylamino]hexanoyl]-methylamino]-3-oxo-3-prop-2-enoxy propyl1]indole-1-carboxylate-phosphate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Monoammonium cadmium triiodide,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"syrups, hydrolysed starch, hydrogenated",CAS without structure,TRUE,TRUE,Sugar alcohols,subclass,subset,medium,NA,NA,FALSE
2-amino-5-bromopyridin-3-yl 4-methylbenzenesulfonate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Protein hydrolyzates, silk, reaction products with 3-chloro-2-hydroxypropyl-cocoalkyl-dimethylammonium chloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hydrocarbons, C5, n-alkanes, isoalkanes",Unclassified,TRUE,TRUE,Saturated hydrocarbons,class,subset,high,NA,NA,FALSE
Trichoderma afroharzianum (formerly T. harzianum) strain T-22 and atrobrunneum (formerly T. harzianum) strain ITEM 908,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4-{6-[4-(1,5-disulfo-2-naphthylazo)-2-methoxy-5-methylphenylazo]-5-hydroxy-7-sulfo-2-naphthylazo}-4,5-dihydro-5-oxo-1-(4-sulfophenyl)-1H-pyrazole-3-carboxylicacid, mixed lithium and sodium salts.",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Solvate of potassium 5-methoxy-2-{(S)-[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}benzimidazol-1-ide with ethanol(1:2)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hexanoic acid, 2-ethyl-, zinc salt, basic",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
chlorinated paraffin,Unclassified,TRUE,TRUE,Alkyl halides,class,subset,medium,NA,NA,FALSE
"N-(3-methyl-4-((1-methyl-1H-benzo[d]imidazol-5-yl)oxy)phenyl)-6-(methylthio)pyrimido[5,4-d]pyrimidin-4-amine hydrochloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
PAC-1011,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
7 ALPHA,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Sulfurous acid, lead(2+) salt, basic",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"poly-[((4-((4-ethyl-ethylene)amino)phenyl)-((4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)cyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"2-Hexyldecan-1-ol, ethoxylated",CAS without structure,TRUE,TRUE,Fatty alcohols,subclass,subset,medium,NA,NA,FALSE
"Silicic acid (H4SiO4), zinc salt (1:2), arsenic and manganese-doped",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Grape (Vitis vinifera) cane tannins,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
AMBU,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Phosphoric Acid, C8-12(even-numbered) linear Alkyl Esters",Unclassified,TRUE,TRUE,Alkyl phosphates,direct_parent,subset,high,NA,NA,FALSE
Montan wax,CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"3-Amino-tricyclo[3,3,1,13,7]decan-1-ol",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
